id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
439,DP041,lilin bungkus gedi,KZGMI2001,84.8,79,2.3,5.2,5.8,2.5,1.9,170,70,0.9,170,50,0.2,0.8,0,0,0,0.2,0.1,0,18,100,sayuran,olahan/produk,https://1.bp.blogspot.com/-OZ_8zgUY5C8/XeeHxEwJazI/AAAAAAAAAEk/15QFIWrudeYVyJ7AjUIw3rA2MPg3VK9vACLcBGAsYHQ/s1600/IMG_1753.JPG
440,DP042,olaholah,KZGMI2001,83.9,9,2.1,6,7.1,4.4,0.9,26,3,1.2,289,266,0.3,0.6,0,36,0,0.2,0.1,0.4,0,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/45ba2643fc906c09/680x482cq70/olah-olah-foto-resep-utama.jpg
441,DP043,paku hinela wulelenggapaya,KZGMI2001,83.4,77,3.5,4.6,5.4,3.6,3.1,63,85,0,469,37,0.3,0.7,0,55,0,0.8,0.1,0.2,4,100,sayuran,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
442,DP015,paria putih kukus,KZGPI1990,95,16,0.8,0.2,3.4,1.2,0.6,16,33,0.5,4,236,0,0.7,0,187,65,0.15,0.04,0.3,35,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/a97ee086d880b66f/680x482cq70/chao-gu-kua-pare-putih-isi-telur-tofu-kukus-foto-resep-utama.jpg
443,DP044,pelecing kangkung,KZGMI2001,83.8,75,2.5,2.8,10,5.4,0.9,36,3,2.1,408,381,0.1,0.4,0,870,0,0.7,0,0.2,12,100,sayuran,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2021/11/30/resep-plecing-kangkung-khas-lombok_43.jpeg?w=1200
444,DP045,purundawa,KZGMI2001,91.8,25,1.5,0.5,3.6,1.7,2.6,147,39,0,239,201,0.1,0.6,0,55,0,0.1,0.1,11.6,2,100,sayuran,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
445,DP046,rujak cingur,KZGPI1990,70.1,153,11.3,8.4,8,1.4,1.4,256,143,4.4,0,0,0,0,18,0,2880,0.16,0,0,2,100,sayuran,olahan/produk,https://lingkar.news/wp-content/uploads/2023/03/Resep-Rujak-Cingur-Makanan-Tradisional-Khas-Surabaya.jpg
446,DP047,sayur asem,KZGPI1990,93.2,29,0.7,0.6,5,0.6,0.8,40,61,3.1,0,0,0,0,14,0,2075,0.1,0,0,0,100,sayuran,olahan/produk,https://kbu-cdn.com/dk/wp-content/uploads/sayur-asem-betawi.jpg
447,DP048,sayur bunga pepaya,KZGMI2001,83.4,49,1.7,0.3,9.8,2.7,2.1,220,220,1.3,90,350,0.1,0.1,0,372,0,0,0.1,0,0,100,sayuran,olahan/produk,https://img.okezone.com/content/2016/08/11/298/1461224/resep-tumis-bunga-pepaya-anti-pahit-FVC55ioetB.jpg
448,DP049,sayur garu,KZGMI2001,70.8,178,2.6,13.9,10.6,8.4,2.1,30,130,0.9,20,120,0.1,0.3,0,0,0,0.2,0.1,0,9,100,sayuran,olahan/produk,https://image.akurat.co/images/uploads/images/akurat_20181220020604_MYQ3rr.jpg
449,DP050,sayur kohukohu,KZGMI2001,72.8,133,7.3,6.6,11.2,1.2,2.1,40,120,0.2,20,50,0.1,0.3,0,944,0,0.2,0.2,0,9,100,sayuran,olahan/produk,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Kohu-Kohu-1.jpg
450,DP051,sayur lilinterubuk,KZGMI2001,90.4,36,2.7,0.7,4.8,1.4,1.4,10,90,0.1,30,44,0.2,1,0,0,0,0.3,0.2,0,18,100,sayuran,olahan/produk,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2023/03/28/ndusuk-975786137.jpg
451,DP052,sayur ndusuk,KZGMI2001,87.5,49,3.1,2.5,3.6,0,3.1,11,6,0.5,1011,88,0,0.2,0,0,0,0.2,0.1,0,15,100,sayuran,olahan/produk,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2023/03/28/ndusuk-975786137.jpg
452,DP053,sayur sop,KZGPI1990,92.7,27,1.3,2,1,0.3,2.7,168,57,1.8,0,0,0,0,20,0,2569,0.1,0,0,0,100,sayuran,olahan/produk,https://www.astronauts.id/blog/wp-content/uploads/2022/07/Resep-Sayur-Sop-Bening-Enak-dan-Gurih-Cocok-Saat-Tubuh-Kurang-Fit-1024x683.jpg
453,DP054,sayur umbut kelapa,KZGMI2001,85.5,67,5.2,2.9,5.1,1.4,1.3,48,81,3.2,313,108,0.2,1.1,0,21,0,0.2,0,0,5,100,sayuran,olahan/produk,https://cdn0-production-images-kly.akamaized.net/H6v-Vuj_s2NuBQ1JVdAtUOraaOI=/0x0:998x562/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3603077/original/021559400_1634270571-shutterstock_2045298773.jpg
454,DP055,sayur umbut rotan,KZGMI2001,87.6,57,5.4,2.6,3.1,1.6,1.3,184,135,1.2,256,81,0.2,0.9,0,18,0,0.2,0,0,6,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/02702f896cf4ff96/680x482cq70/umbut-rotan-foto-resep-utama.jpg
455,DP016,selada rebus,KZGPI1990,93.5,19,2.7,0.2,2.9,0.7,0.7,83,74,1.4,24,160.7,0.05,0.2,0,2499,3700,0.08,0.2,0.6,27,100,sayuran,olahan/produk,"https://cdn.yummy.co.id/content-images/images/20210709/49DvTl27doQU4KTcGvMeptYfrUCVyrTW-31363235383338343334d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"
456,DP057,semur jengkol,KZGMS 1993,52.7,212,6,10,29.1,0,2.2,77,99,1,0,0,0,0,0,0,81,0.14,0,0,4,100,sayuran,olahan/produk,https://assets.pikiran-rakyat.com/crop/0x135:1080x1215/x/photo/2020/11/25/1187166638.jpg
457,DP056,shabushabu,KZGMS 1993,87.1,88,3.2,8,0.8,0.9,0.9,217,48,2.9,514,0,0,0,82,0,2000,0.2,0,0,0,100,sayuran,olahan/produk,tidak ada
458,DP017,taoge kacang kedelai segar,KZGPI1990,79.2,88,3.2,2.1,14,0.7,1.5,168,50,5.7,0,0,0,0,2,0,613,0.05,0,0,0,100,sayuran,olahan/produk,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/9/b10822c1-c409-49e0-af47-21f97ea066ce.jpg
459,DP018,taoge seduh,KZGPI1990,91.9,28,3,0.8,4,1,0.3,52,73,0.5,18,58.3,0.19,0.4,0,46,18,0.1,0,0.9,2,87,sayuran,olahan/produk,https://cdn0-production-images-kly.akamaized.net/-77hgKOWZanv0lvl_cqqeAG1VZo=/303x0:1636x1333/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3330261/original/062050000_1608607406-tumisan.jpg
460,DP019,terung panjang kukus,KZGPI1990,92.7,23,1.8,0.1,4.9,0.4,0.5,40,13,0.5,9,57,67.1,0.2,0,99,20,0,0.07,0.7,1,100,sayuran,olahan/produk,https://i1.wp.com/dailymakan.com/wp-content/uploads/2022/02/TERUNG-KUKUS-ALA-KOREA-6.jpg?ssl=1
461,DP058,tinira ninahu nggaluku,KZGMI2001,91.8,33,1.2,1.3,4.1,3.1,1.5,35,35,0,161,119,0.2,0.7,0,6,0,0.3,0,3.5,10,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/08a46e4e4555927f/680x482cq70/lodeh-tinira-kelapa-foto-resep-utama.jpg
462,DP059,tumis bayam bersantan,KZGPI1990,91.2,48,1.4,4.2,2.6,0.5,0.6,129,27,0.8,0,0,0,0,0,0,2988,0.01,0,0,22,100,sayuran,olahan/produk,https://cdn1-production-images-kly.akamaized.net/4a0ttXDkFeMMNthY5iFfBhug3Ys=/1200x675/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3437424/original/069907400_1619146736-Bobor_Bayam_Jagung.jpg
463,DP060,waluh balamak,KZGMI2001,89.4,45,0.8,0.9,8.1,7.9,1,25,25,0.5,61,15,0,0.2,0,1241,0,0.2,0,0.1,2,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/26fd4d972b1f3aa2/1200x630cq70/photo.jpg
464,DP061,woku ubi,KZGMI2001,73,143,3.1,7.8,15,7,1.1,195,91,2.8,353,256,0.3,1,0,1519,0,0.1,0,0,15,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/6ee7c77a5d0b37cb/680x482cq70/daun-singkong-masak-woku-foto-resep-utama.jpg
465,DP021,wortel kukus,KZGPI1990,89.5,37,1,0.6,8.3,1.1,0.6,44,30,0.6,43,122.5,0.11,0.3,0,3994,7150,0.02,0.03,0.8,14,100,sayuran,olahan/produk,https://www.wikihow.com/images_en/thumb/b/bf/Steam-Carrots-Step-3-Version-3.jpg/550px-nowatermark-Steam-Carrots-Step-3-Version-3.jpg
466,DP020,wortel rebus,KZGPI1990,92.1,28,0.7,0.5,6.3,0.8,0.4,46,28,0.6,41,117.3,0.1,0.2,0,3824,5396,0.01,0.03,0.7,12,100,sayuran,olahan/produk,https://asset-a.grid.id/crop/0x222:594x690/700x0/photo/2022/03/05/manfaat-makan-worteljpg-20220305070713.jpg
467,KP001,margarin,DABM1964,15.5,720,0.6,81,0.4,0,2.5,20,16,0,760,25.9,0,0,606,633,0,0,0,0,0,100,lemak dan minyak,olahan/produk,https://static.republika.co.id/uploads/images/inpicture_slide/mentega-_181004053127-973.jpg
468,KP002,mentega,DABM 1964,16,742,0.5,81.6,1.4,0,1.9,15,16,1.1,653,103,0,0.4,1000,155,0,0,0.1,0,0,100,lemak dan minyak,olahan/produk,https://res.cloudinary.com/dk0z4ums3/image/upload/v1643714477/attached_image/waspadai-bahaya-mentega-karena-mengandung-lemak-jenuh.jpg
469,KP003,santan (dengan air),DABM1964,80,122,2,10,7.6,1.4,0.4,25,30,0.1,9,162.4,0.2,0.4,0,0,0,0,0,0.5,2,100,lemak dan minyak,olahan/produk,https://res.cloudinary.com/dk0z4ums3/image/upload/v1604041366/attached_image/tak-berbahaya-kenali-manfaat-santan-lebih-dekat.jpg
470,KP004,santan murni,DABM1964,54.9,324,4.2,34.3,5.6,0,1,14,45,1.9,18,514.1,0.4,0.9,0,0,0,0,0,0.5,2,100,lemak dan minyak,olahan/produk,https://asset.kompas.com/crops/eNIewogp_GV7CahqIvslrYZh4XY=/0x39:1000x706/750x500/data/photo/2020/04/29/5ea93a05011e9.jpg
471,CP015,ampas kacang hijau,KZGPI 1990,70.6,96,3.7,0.6,19.1,2.7,0.6,133,150,1.3,0,0,0,0,0,0,0,0.05,0,0,0,100,kacang biji bean,olahan/produk,https://images.tokopedia.net/img/cache/215-square/shops-1/2016/10/16/5997149/5997149_fb399db6-c767-4ef0-ba2b-d25bc046859e.jpg
472,CP017,ampas tahu kering,KZGPI 1990,82.5,75,4.1,2.1,10.7,5.1,0.6,203,60,1.3,0,0,0,0,0,0,0,0.07,0,0,0,100,kacang biji bean,olahan/produk,https://palpres.disway.id/upload/9e9c1ba592cac7270de5e48889a33523.jpeg
473,CP018,ampas tahu kukus,DABM1964,9,414,26.6,18.3,41.3,0,5.8,19,29,4,45,1055.7,0.99,2.8,0,24,0,0.2,0.1,0.5,0,100,kacang biji bean,olahan/produk,https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/02/26/5346/manfaat-ampas-tahu-yang-nggak-boleh-disepelekan-orang-jepang-aja-doyan-masa-kamu-ogah-ogahan-200226f.jpg
474,CP016,ampas tahu mentah,KZGPI 1990,84.1,67,5,2.1,8.1,4.1,0.6,460,88,1,8,184.5,0.17,0.5,0,0,0,0.06,0.02,0.1,0,100,kacang biji bean,olahan/produk,https://cdn-image.hipwee.com/wp-content/uploads/2021/03/hipwee-FotoJet-9-750x422.jpg
475,CP020,bungkil biji karet,DABM1964,12,333,29.3,3.3,50,0,29.4,102,660,12,0,0,0,0,0,0,0,0.1,0,0,0,100,kacang biji bean,olahan/produk,https://www.pertanianku.com/wp-content/uploads/2021/04/Manfaat-Biji-Karet-Selain-Jadi-Benih.jpg
476,CP021,bungkil kacang tanah,DABM1964,14,336,37.4,13,30.5,0,33.1,730,470,30.7,0,0,0,0,0,0,0,0.04,0,0,0,100,kacang biji bean,olahan/produk,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/10/20/34e1ca8b-cb9d-46ae-8088-0c9ea431f9f6.jpg
477,CP022,bungkil kelapa,DABM1964,16,368,23,15,40,0,38,137,433,41.5,0,0,0,0,0,0,0,0,0.46,8.9,0,100,kacang biji bean,olahan/produk,https://images.tokopedia.net/img/cache/700/hDjmkQ/2022/1/29/4e91f29e-92d7-4178-a7d2-774f994714e1.jpg
478,CP023,dodol banjarmasin,KZGMI2001,17.3,368,2.6,8.6,70,0.5,1.5,51,180,3.3,48,96,0.4,2.6,0,0,0,0.04,0.07,2.3,0,100,kacang biji bean,olahan/produk,https://indonesiakaya.com/wp-content/uploads/2020/10/4__Sentra_pembuatan_dodol_Kandangan_berada_di_kabupaten_Hulu_Sungai_Selatan_kota_Banjarmasin_Kalimantan_Selatan_edit.jpg
479,CP024,emping (kerupuk melinjo),DABM1964,13,345,12,1.5,71.5,0,28,100,400,5,0,0,0,0,0,0,0,0.2,0,0,0,100,kacang biji bean,olahan/produk,https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg
480,CP025,emping komak,KZGMI2001,14.2,355,17.8,4.6,60.7,0,2.7,87,304,4.3,24,1233,1,2.3,0,0,0,0,0,0.6,0,100,kacang biji bean,olahan/produk,https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg
481,CP026,enting-enting gepuk hello kity,KZGPI 1990,2.4,538,13.6,30.3,52.6,0.2,1,81,248,1.6,0,0,0,0,0,0,202,1,0,0,0,100,kacang biji bean,olahan/produk,https://lzd-img-global.slatic.net/g/p/46ae93d66169830341e0450a39d663b5.jpg_720x720q80.jpg_.webp
482,CP027,enting-enting gepuk kacang tanah,KZGPI 1990,4.2,524,13.3,29.2,52,0.2,1.4,76,248,1.4,0,0,0,0,0,0,272,0.62,0,0,0,100,kacang biji bean,olahan/produk,https://eventkampus.com/data/artikel/2/enting-enting-khas-salatiga-asal-usul-dan-kandungan-nutrisi-dalam-enting-enting.jpeg
483,CP028,enting-enting wijen,KZGPI 1990,3.7,565,18.2,38.4,36.8,1.9,3,251,502,10.9,0,0,0,0,0,0,240,0.92,0,0,0,100,kacang biji bean,olahan/produk,https://img-global.cpcdn.com/recipes/fb33825abf7ebb72/680x482cq70/enting-enting-kacang-wijen-foto-resep-utama.jpg
484,CP029,geplak,KZGMI2001,29.6,350,1.4,14.4,53.6,1.8,1,151,43,2.1,0,0,0,0,0,0,120,0.12,0.02,0.8,0,100,kacang biji bean,olahan/produk,https://www.tuguwisata.com/wp-content/uploads/2017/10/chefjourneys_3_10_2017_14_6_38_173.jpg
485,CP030,geplak jahe,KZGMI2001,12.4,462,3.1,24.4,57.7,3.3,2.5,212,161,6.6,0,0,0,0,0,0,272,0.12,0,0.1,0,100,kacang biji bean,olahan/produk,https://id-live-01.slatic.net/p/e9d3d5c495903bfc0909965e77c210ad.jpg
486,CP031,kacang atom,KZGPI 1990,3.1,533,27.8,38.1,28.8,2.5,2.2,87,423,3,0,0,0,0,0,0,0,0.06,0,0,0,100,kacang biji bean,olahan/produk,https://img-global.cpcdn.com/recipes/74c03b7bf26daaf4/680x482cq70/sukro-kacang-atom-foto-resep-utama.jpg
487,CP001,kacang belimbing rebus,KZGPI1990,55.6,204,16.9,8.8,17.5,4.8,1.2,230,180,3.3,43,1098,3.24,2.3,0,0,0,0.2,0.48,0.7,0,100,kacang biji bean,olahan/produk,https://cdn1-production-images-kly.akamaized.net/TNGJxQzLI6y-VeIWmj2-GBuyLBQ=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2729965/original/086034000_1550232841-foto_kecipir.JPG
488,CP002,kacang bogor goreng,KZGPI1990,3,479,12.7,23.2,58.9,1.2,2.2,135,184,2.9,0,0,0,0,0,0,0,0.25,0.45,4.1,0,35,kacang biji bean,olahan/produk,https://img-global.cpcdn.com/recipes/375c798c374e2ef5/680x482cq70/kacang-bogor-goreng-foto-resep-utama.jpg
489,CP003,kacang bogor rebus,KZGPI1990,61.2,161,7.7,2.8,27.1,2,1.2,56,134,1.4,0,0,0,0,0,0,0,0.1,0,0,0,35,kacang biji bean,olahan/produk,https://pbs.twimg.com/media/ErcuMzmVcAQFOI9.jpg
490,CP032,kacang goyang,KZGMI2001,8.3,516,14.7,31.1,44.4,0,1.5,34,230,0.7,2,365,0.6,1.7,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Ilustrasi-kacang-goyang-khas-Sulawesi2.jpg
491,CP004,kacang gude rebus,KZGPI1990,61.5,147,9,0.5,27.5,3.4,1.5,50,175,2,14,1126,0.8,2.7,0,12,0,0.1,0.07,13.2,0,100,kacang biji bean,olahan/produk,https://img-global.cpcdn.com/recipes/dba1205c0417dd10/680x482cq70/gule-kacang-gude-dan-pepaya-foto-resep-utama.jpg
492,CP005,kacang hijau var siwalik kering,KZGPI1990,71.3,109,8.7,0.5,18.3,1.5,1.2,95,149,1.5,447,657.8,1.4,2.8,0,18,120,0.12,0.04,0.4,3,100,kacang biji bean,olahan/produk,https://cdns.klimg.com/merdeka.com/i/w/news/2019/10/28/1121036/540x270/7-alasan-konsumsi-kacang-hijau-baik-untuk-wanita.jpg
493,CP006,kacang kedelai goreng,KZGPI1990,9.6,521,32.2,37.7,22.9,7.6,3.7,296,800,6.5,3492,11890,26.3,60,0,0,20,0.4,1.9,19,0,100,kacang biji bean,olahan/produk,https://img-global.cpcdn.com/recipes/e4e2747431572f24/680x482cq70/kacang-kedelai-goreng-foto-resep-utama.jpg
494,CP007,kacang kedelai rebus,KZGPI1990,56.8,189,20.2,8.2,12.7,1.6,2.1,91,270,3.9,181,615,1.3,3.7,0,4,15,0.2,0.04,0.5,0,100,kacang biji bean,olahan/produk,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2020/07/27/1000907679.jpg
495,CP008,kacang merah kering,KZGPI l990,59.6,158,10.3,0.9,28.2,2.6,1,160,149,3.7,6,311,0.27,1.5,0,0,0,0.2,0.09,0.8,0,100,kacang biji bean,olahan/produk,https://asset.kompas.com/crops/nBiP6zOU-h9McvCAclGFwsJwevo=/6x64:806x597/750x500/data/photo/2022/02/16/620c996b3cb39.jpg
496,CP009,kacang merah kering rebus,KZGPI l990,63.1,144,10,1,24.7,3.5,1.2,144,150,2.8,6,311,0.27,1.5,0,0,0,0.1,0.08,0.7,0,100,kacang biji bean,olahan/produk,https://asset.kompas.com/crops/Nas6r0JWAfSTCuULYQOzawPHY1I=/59x3:885x554/780x390/data/photo/2022/02/16/620ca71bcdae7.jpg
497,CP010,kacang mete biji jambu monyet goreng,KZGPI 1990,1,629,20.4,56.3,19.8,1.1,2.5,502,493,8,13,641.7,4.7,5.4,0,5,0,0.37,0.22,1.8,0,100,kacang biji bean,olahan/produk,https://img-global.cpcdn.com/recipes/4f25cc206ec3ac25/680x482cq70/kacang-metemede-goreng-dengan-tips-foto-resep-utama.jpg
498,CP033,kacang negara,KZGMI2001,3.1,480,18.4,19.1,58.5,11.7,0.9,34,404,10.3,1010,385,2.5,7.1,0,0,0,0.63,0.05,2.6,0,100,kacang biji bean,olahan/produk,https://cdns.klimg.com/merdeka.com/i/w/news/2020/04/30/1172565/content_images/670x335/20200430152447-1-ilustrasi-kacang-tunggak-001-rizqi-adnamazida.jpg
499,CP034,kacang sukro,KZGPI 1990,4.7,484,8.8,26.1,57.7,1.8,2.7,49,194,2.5,0,0,0,0,0,0,0,0.06,0,0,0,100,kacang biji bean,olahan/produk,https://icalan.id/userfile/filemanager/834//lz-olshop_1630921772-uTyPi.jpeg
500,CP011,kacang tanah goreng,DABM1964,40.2,360,13.5,31.2,12.8,0,2.3,42,177,1.4,32,483,1.6,2,0,0,0,0.44,0.13,9,5,43,kacang biji bean,olahan/produk,https://cdn.rasa.my/2018/10/Untitled-design33.png
501,CP035,kacang tanah rebus dg kulit,KZGPI 1990,2.1,561,25.5,43.8,26,2.2,2.6,50,324,3.1,0,0,0,0,0,0,0,0.08,0,0,0,100,kacang biji bean,olahan/produk,https://www.wikihow.com/images/8/85/Boil-Peanuts-Step-14-Version-2.jpg
502,CP012,kacang tanah sangan,KZGPI l990,2.5,564,25.5,44.4,25.5,2.8,2.8,106,390,4.1,0,0,0,0,0,0,0,0.4,0,0,0,100,kacang biji bean,olahan/produk,tidak ada
503,CP013,kacang tanah sari,KZGPI l990,62.1,220,10.6,18,8,1,1.3,89,273,1.9,36,536.2,1.78,2.2,0,0,0,0.1,0,0,0,100,kacang biji bean,olahan/produk,https://halalstore.jp/wp-content/uploads/2019/07/k-367-kacang-tanah-sariraya-500g-480yen.jpg
504,CP014,kacang tolo rebus,KZGPI l990,64.4,138,10.7,1.1,22.6,0.9,1.2,165,172,4,13,6.7,0.8,6.1,0,0,0,0.01,0.17,3.2,0,100,kacang biji bean,olahan/produk,https://img-global.cpcdn.com/recipes/e486ea31cffe0892/680x482cq70/kacang-tolo-kacang-tunggak-rebus-5307-foto-resep-utama.jpg
505,CP036,keju kacang tanah (peanut butter),DABM1964,3,590,27,49,20.9,1.6,0.1,60,360,2,355,492.4,0.57,2.7,0,0,0,0.3,0.2,16.2,0,100,kacang biji bean,olahan/produk,https://img.freepik.com/free-photo/cheddar-cheese-dark-wooden-surface_1150-41937.jpg?w=1060&t=st=1684238932~exp=1684239532~hmac=578424a4cc6bde6d195628ec281e5daa943e767e0e6d813354904914dc34af51
506,CP037,kembang tahu,KZGPI 1990,10.8,380,48.9,13.8,23.3,0,3.2,378,781,2.1,55,455.3,0.68,4.2,0,0,0,0.15,0.08,0.7,0,100,kacang biji bean,olahan/produk,https://asset.kompas.com/crops/sgS6iHzRJjt2l5GMjgtm8spQscM=/0x0:1000x667/750x500/data/photo/2020/08/22/5f412ff8eee87.jpg
507,CP038,kembang tahu rebus,KZGPI 1990,79.8,90,10.7,4,4.7,0,0.8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1568729650/gegx4jyvwt2yemk2wou0.jpg"
508,CP039,keripik oncom,KZGPI 1990,3,598,8.3,43.8,42.6,3.3,2.2,85,153,27,0,0,0,0,0,0,1608,1.13,0,0,0,100,kacang biji bean,olahan/produk,https://images.tokopedia.net/img/cache/700/product-1/2020/8/16/58377017/58377017_c917b0cd-8da8-412b-834f-792308dd5144_538_538
509,CP040,keripik tempe,KZGPI 1990,3.3,581,12.1,40.6,41.7,2.2,2.3,237,116,6.9,0,0,0,0,0,0,320,0.35,0,0,0,100,kacang biji bean,olahan/produk,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/07/19/1076813219.png
510,CP041,keripik tempe abadi besar,KZGPI 1990,4.5,556,15.8,37.1,39.8,3.5,2.8,112,215,5.4,0,0,0,0,0,0,0,0.63,0,0,0,100,kacang biji bean,olahan/produk,tidak ada
511,CP042,keripik tempe abadi murni,KZGPI 1990,3.2,542,40.3,42.4,11.6,2.2,2.7,175,529,5.2,0,0,0,0,0,0,50,0.1,0,0,0,100,kacang biji bean,olahan/produk,8597be9ee32588c99d9ad731093cd18a (640×640) (shopee.co.id)
512,CP043,keripik tempe abadi sedang,KZGPI 1990,4.4,510,12.3,27.9,52.4,3.6,3.1,122,211,8.4,0,0,0,0,0,0,0,0.52,0,0,0,100,kacang biji bean,olahan/produk,kripik_tempe_abadi.jpg (600×450) (bukalapak.com)
513,CP044,keripik tempe abadi telur,KZGPI 1990,4.5,529,20.8,31.7,40.2,3,2.9,124,222,5.4,0,0,0,0,0,0,0,0.86,0,0,0,100,kacang biji bean,olahan/produk,https://s2.bukalapak.com/img/7559256151/large/kripik_tempe_abadi.jpg
514,CP045,kerupik tempe abadi prima,KZGPI 1990,4.8,540,16.7,33.9,42,2.2,2.6,92,184,3.2,0,0,0,0,0,0,1080,0.38,0,0,0,100,kacang biji bean,olahan/produk,tidak ada
515,CP046,kwaci,DABM1964,9.9,515,30.6,42.1,13.8,13.6,3.7,54,312,6.2,124,448.6,0.65,9.7,0,0,0,0.02,0.19,0.3,0,35,kacang biji bean,olahan/produk,https://lzd-img-global.slatic.net/g/p/38df63d32f7205e9f443bd8cac8ef122.jpg_720x720q80.jpg_.webp
516,CP048,melinjo emping tebal goreng asin,KZGPI 1990,8,431,11.1,16.2,63,0,1.6,77,0,0,0,0,0,0,0,0,0,0.08,0,0,0,100,kacang biji bean,olahan/produk,https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg
517,CP047,melinjo emping tebal goreng manis,KZGPI 1990,5.6,439,10,16.4,65.7,0,2.3,66,225,0,0,0,0,0,0,0,0,0.1,0,0,0,100,kacang biji bean,olahan/produk,https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg
518,CP049,melinjo emping tipis goreng,KZGPI 1990,3.3,485,11.5,24.5,59.1,0,1.5,85,218,0,0,0,0,0,0,0,0,0.11,0,0,0,100,kacang biji bean,olahan/produk,tidak ada
519,CP050,moon tahu,KZGMS1993,79.9,128,8,10,1.3,0.2,0.8,205,92,2.5,393,0,0,0,131,0,5300,0.46,0,0,0,100,kacang biji bean,olahan/produk,https://asset.kompas.com/crops/6euVEo-wAGx89LIBbuVHsBls00g=/3x0:700x465/750x500/data/photo/2021/02/26/60389a2ca08d2.jpg
520,CP051,oncom,DABM1964,57,187,13,6,22.6,0,1.4,96,115,27,0,0,0,0,0,0,0,0.09,0,1.6,0,100,kacang biji bean,olahan/produk,https://asset.kompas.com/crops/TJ76EsKIghwcoD2Dkv7GrHGa_x4=/0x9:1000x675/750x500/data/photo/2020/08/04/5f2959f90ed39.jpg
521,CP052,oncom ampas kacang hijau,KZGPI 1990,13.4,376,14.9,6,65.7,12.3,1.7,199,110,10.9,0,0,0,0,0,0,0,0.03,0,0,0,100,kacang biji bean,olahan/produk,79282965_4a911ce8-9d69-4db9-98c3-9efe78d49d24_724_724 (700×700) (tokopedia.net)
522,CP053,oncom kacang hijau + singkong,KZGPI 1990,16.5,351,11,5.3,65.9,9,1.3,164,113,7.8,0,0,0,0,0,0,0,0.01,0,0,0,100,kacang biji bean,olahan/produk,https://golali.id/wp-content/uploads/2023/02/Oncom-760x473.jpg
523,CP054,oncom kacang tanah pepes,KZGPI 1990,65,132,12.7,3.8,13.7,3.1,4.8,133,355,34.4,0,0,0,0,0,0,10,0.08,0.2,0.7,0,100,kacang biji bean,olahan/produk,https://t-2.tstatic.net/palembang/foto/bank/images/oncom_20170407_152823.jpg
