id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
830,DR075,daun sintrong segar,KZGPI-1990,88.5,36,2.6,0.9,6.1,1.7,1.9,398,95,9.3,64,444.4,0.1,0.4,0,10178,8868,0.03,0.2,0.9,3,94,sayuran,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/12/21/69e76fb4-86ba-4508-91a3-29ba9070212e.jpg
831,DP009,daun talas rebus,KZGPI1990,91.6,27,1.3,0.2,5.9,1.6,1,119,41,1.4,3,519.4,0.5,0.5,0,4641,2682,0,0.6,1.9,7,100,sayuran,olahan/produk,https://archive.netralnews.com/foto/2020/04/13/76-daun_talas_sangat_lezat_dibuat_masakan_buntil.jpg
832,DR076,daun talas segar,KZGPI-1990,81.1,59,3,0.4,13.5,3,2,236,50,2.4,4,854.1,0.4,0.5,0,3816,5740,0.07,0.6,2,24,80,sayuran,single,https://images.tokopedia.net/img/cache/700/product-1/2019/4/21/5808648/5808648_8744c29e-b9e5-475b-9c59-48324dc3e20e_348_348.jpg
833,DR077,daun tespong segar,DABM-1964,81,70,2.9,0.3,13.9,2.3,1.9,155,65,2.5,72,0,0.15,0.9,0,171,2500,0.05,0.7,1.4,21,60,sayuran,single,https://images.tokopedia.net/img/cache/700/product-1/2020/6/11/batch-upload/batch-upload_c91521e8-a510-4026-8230-9be8e1313791.jpg
834,DR078,daun ubi kuning segar,KZGMI-2001,83.5,62,3.7,0.3,11.1,6.4,1.4,170,40,0.6,10,0,0.2,0.5,0,3564,0,0.3,0.3,1.2,4,75,sayuran,single,https://images.tokopedia.net/img/cache/700/hDjmkQ/2021/1/17/dd16436c-6a1f-4900-8c9e-1e7654adf66b.jpg
835,DR079,daun ubi merah kukus,KZGPI-1990,84.4,48,3,0.3,10.8,1.4,1.5,80,81,6.4,33,517.3,0,0.4,0,5453,4697,0.1,0.2,1.2,27,75,sayuran,single,https://cdn1-production-images-kly.akamaized.net/53ShO_wlxOo4hIuWjKZKBK2QLvQ=/469x260/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2580229/original/025700500_1546586996-resep-tumis-daun-ubi-jalar.jpg
836,DP010,daun ubi merah segar,KZGPI1990,82.5,56,3.1,0.3,13,1.5,1.1,78,52,4.3,28,472.8,0.1,0.4,0,5277,5397,0,0.2,1.1,14,100,sayuran,olahan/produk,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/3/8/938424e6-4195-4814-9f3a-dffa83482865.jpg
837,DR080,daun ubi putih segar,KZGMI-2001,87.5,46,2.8,0.2,8.2,4.8,1.3,120,50,0.8,10,0,0.2,0.5,0,103,0,0.3,0.3,0.9,8,75,sayuran,single,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2019/10/08/983732094.jpg
838,DR081,daun ubi tinta segar,KZGMI-2001,85.1,55,1.7,0.1,11.9,7.6,1.2,120,40,0.6,10,0,0.2,0.5,0,516,0,0.2,0,0,7,75,sayuran,single,"https://static.wixstatic.com/media/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg/v1/fill/w_582,h_291,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg"
839,DR082,eceng segar,DABM-1964,93,19,1,0.2,3.8,1.8,2,80,45,3.7,45,634.1,0,0,0,7,1000,0.08,0.1,0.7,50,70,sayuran,single,https://unair.ac.id/wp-content/uploads/2022/11/Foto-by-detikFood.jpeg
840,DP031,gado-gado,KZGPI1990,68.5,137,6.1,3.2,21,1.1,1.5,301,135,7.5,0,0,0,0,3,0,5929,0.1,0,0,1,100,sayuran,olahan/produk,https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe
841,DR083,gambas (oyong) segar,DABM-1964,94.5,19,0.8,0.2,4.1,1.3,0.4,19,33,0.9,23,109.1,0,0.1,0,17,380,0.03,0,0.4,8,85,sayuran,single,https://static.honestdocs.id/system/blog_articles/main_hero_images/000/001/679/original/15_Manfaat_Sayur_Gambas_%28Oyong%29_Bagi_Kesehatan.jpg
842,DR084,genjer segar,DABM-1964,90,35,1.7,0.2,7.7,2.5,0.4,62,33,2.1,64,905.8,0,0,0,0,3800,0.07,0.1,1.1,54,70,sayuran,single,https://images.tokopedia.net/img/cache/700/product-1/2020/5/15/7845717/7845717_a5118472-420f-4bf5-a311-ff8401926d6d_1000_1000.jpg
843,DP032,gudeg sayur,KZGPI1990,69.2,160,3.3,9.2,16,2.3,2.1,62,55,12.8,0,0,0,0,0,0,166,0.15,0,0,0,100,sayuran,olahan/produk,https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg
844,DP033,gulai pakis,KZGPI1990,76.1,143,4,11.4,6,1.4,2.6,548,124,1.7,0,0,0,0,11,0,9802,0.35,0,0,1,100,sayuran,olahan/produk,https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg
845,DP034,gulai pliek,KZGMI2001,71.9,176,7.3,14.9,3.2,0,2.7,39,54,1.4,257,285,0.3,0.6,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://mediakom.kemkes.go.id/wp-content/uploads/2021/08/kuah-pliek-u.png
846,DR085,jagung muda semi segar,DABM-1964,89.5,35,2.2,0.1,7.4,1.9,0.8,7,100,0.5,353,230.2,0.1,0.8,0,23,200,0.08,0.16,0.9,8,100,sayuran,single,https://img-global.cpcdn.com/recipes/763fb46246f99eb2/680x482cq70/grontol-jagung-foto-resep-utama.jpg
847,DR086,jamur encik,KZGMI-2001,24.8,296,9.4,1.1,62,0,2.7,5,277,5.3,2,0,0.2,3.1,0,0,0,1.1,0.1,0,0,95,sayuran,single,https://asset-a.grid.id//crop/0x0:0x0/700x0/photo/2019/10/29/3488789990.jpg
848,DR087,jamur kuping kering,DABM-1964,14.9,294,16,0.9,64.6,46.5,3.6,51,223,6.7,174,726.1,0.29,5.5,0,11,0,0.11,0.6,2.7,0,100,sayuran,single,https://asset.kompas.com/crops/3caJpamNwFqn62cq9Tf8ZRPsIh4=/0x41:1000x707/750x500/data/photo/2021/12/06/61ad642aaebd0.jpg
849,DR088,jamur kuping segar,DABM-1964,93.7,21,3.8,0.6,0.9,5.1,1,3,94,1.7,17,33.4,0.19,0.1,0,1,0,0.1,0.09,0.1,5,100,sayuran,single,https://res.cloudinary.com/dk0z4ums3/image/upload/v1677240659/attached_image/10-manfaat-jamur-kuping-bagi-kesehatan-yang-sayang-dilewatkan.jpg
850,DR089,jamur merang segar,BKP,91.5,30,3.5,0.2,4,2.4,0.8,14,117,1,6,300,0.3,0.8,0,0,0,0.02,0.2,0.5,0,100,sayuran,single,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/18/4d757a05-da96-4e08-9f32-3d899e031add.jpg
851,DR091,jamur sagu,KZGMI-2001,91.3,48,1.9,3.2,2.8,1,0.8,10,90,0.6,100,440,0.6,0.6,0,0,0,0.2,0.2,6.5,0,95,sayuran,single,https://www.teropongmalut.com/wp-content/uploads/2022/09/IMG-20220903-WA0037.jpg
852,DR090,jamur tiram segar,BKP,92.5,30,1.9,0.1,5.5,3.6,0.6,9,83,0.7,22,226,0,0.8,0,0,0,0.3,0.2,1,0,100,sayuran,single,https://asset.kompas.com/crops/3R88xEE7NLaT0rK6S_XENi_1zd8=/4x6:996x667/750x500/data/photo/2021/05/20/60a5f01d9e454.jpg
853,DR092,jantung pisang segar,DABM-1964,90.2,32,1.2,0.3,7.1,3.2,1.2,30,50,0.1,3,524,0.09,0.3,0,201,170,0.05,0.03,0.8,10,25,sayuran,single,https://asset.kompas.com/crops/2zx51z9WAiu1a3cgaM959AQ3FfU=/0x0:1000x667/750x500/data/photo/2021/07/30/610382161a0ea.jpeg
854,DR093,jengkol segar,KZGMI-2001,52.7,192,5.4,0.3,40.7,1.5,0.9,4,150,0.7,60,241,0.3,0.6,0,0,0,0.05,0.2,0.5,31,95,sayuran,single,https://asset.kompas.com/crops/O1NhMjXQxojyWCncDswDkrWpdS4=/0x76:1000x742/750x500/data/photo/2021/09/20/6147fb289e795.jpg
855,DR094,jotang segar,DABM-1964,89,34,1.9,0.3,7.1,3.5,1.7,162,41,4,59,388.5,0.3,1.2,0,2,3918,0.03,0,0.4,20,70,sayuran,single,https://upload.wikimedia.org/wikipedia/commons/4/44/Acmel_panic_100301-0161_sbrg.jpg
856,DR095,kabau segar,KZGMI-2001,67.2,130,6.7,0.3,25.2,2.9,0.6,4,204,0.5,1,397.8,0.2,0.5,0,165,0,0.8,0.1,0.3,16,95,sayuran,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/6/3/255b2a88-b862-413f-a0cc-ebcd29434199.jpg.webp
857,DR096,kacang mekah polong segar,KZGPI-1990,93.6,22,1.1,1,3.4,1.1,0.9,63,296,1,2,69.2,0.3,0,0,197,116,0.02,0,0.4,0,91,sayuran,single,https://media.istockphoto.com/id/146924220/id/foto/kacang-polong-segar-dalam-polong-kacang-polong.jpg?s=1024x1024&w=is&k=20&c=2OA86bH3o03hV8E94FD9yW2ClYjN6E3Q1UeajU8bXVE=
858,DP011,kacang panjang kukus,KZGPI1990,88.2,39,3,0.6,7.6,1.7,0.6,100,91,1.2,28,199,0.11,0.5,0,131,205,0.02,0.1,0.3,20,100,sayuran,olahan/produk,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2021/08/20/kacang-panjangjpg-20210820065144.jpg
859,DP012,kacang panjang rebus,KZGPI1990,90.9,30,2.3,0.4,5.8,1.4,0.6,71,68,0.8,24,114.5,0.1,0.4,0,128,162,0,0.07,0.2,15,100,sayuran,olahan/produk,https://cf.shopee.co.id/file/85c586f13afe37142fd479dec06fa623
860,DR097,kacang panjang segar,KZGMI-2001,91.8,31,2.3,0.1,5.3,2.7,0.5,60,64,0.6,30,213,0.1,0.5,0,125,0,0.7,0.1,0.3,46,92,sayuran,single,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/gZoi3RpBmq4C4Hoi6kh2h/original/007943700_1622441473-Kacang-Panjang.jpg
861,DR098,kacang ranti polong,KZGPI-1990,88.5,37,3.1,0.2,7.9,2.5,0.3,103,126,0.8,0,0,0,0,0,0,2312,0.02,0,0,6,83,sayuran,single,https://www.andrafarm.co.id/_andra_farm/gambar_kelompok/a140.jpg
862,DP035,kadada katembe,KZGMI2001,80,110,4.5,6.9,7.1,3.9,1.5,26,77,0,178,131,0.2,0.7,0,46,0,0.1,0,3.7,23,100,sayuran,olahan/produk,https://2.bp.blogspot.com/-Kl9M50i67tY/Wn-7saMXs0I/AAAAAAAAHh4/hHbFU4Fy0s4M8zegnfa_q3kpze8Z5xjXgCLcBGAs/w1200-h630-p-k-no-nu/LogoLicious_20180205_134921.png
863,DR099,kalakai segar,KZGMI-2001,89.9,38,2.4,0.2,6.6,5.8,0.9,18,90,1.1,7,443,0.4,0.9,0,44,0,0.3,0.1,0,8,70,sayuran,single,https://upload.wikimedia.org/wikipedia/commons/2/28/Stenoc_palus_100625-5191_mms.JPG
864,DR101,kangkung kukus,KZGMI-2001,88.5,43,1.8,0.2,8.4,4.3,1.1,72,9,0.7,30,361,0.3,0.4,0,2741,0,0.8,0.1,1.1,23,60,sayuran,single,https://cdn1-production-images-kly.akamaized.net/A3CuOjVcvmP6noevlbrt75x6srk=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3446098/original/094275500_1619997238-stir-fried-vegetables-2245082_1280.jpg
865,DP013,kangkung rebus,KZGPI1990,90.4,30,3.2,0.7,4.7,1.8,1,70,49,4.4,45,184.9,0.1,0.3,0,2370,5837,0.03,0.28,1.4,11,100,sayuran,olahan/produk,https://cdn0-production-images-kly.akamaized.net/-w7C3Sli-qWhlPa4hmzbg324XkA=/190x0:855x665/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4353847/original/077195900_1678438446-shutterstock_1262667451.jpg
866,DP014,kangkung segar,KZGPI1990,93,22,2.5,0.6,3.1,1.2,0.8,50,51,3.5,31,98,0.1,0.3,0,2370,4325,0.01,0.22,1.2,13,100,sayuran,olahan/produk,https://www.astronauts.id/blog/wp-content/uploads/2023/01/Mengenal-Manfaat-Kangkung-Bagi-Tubuh--1200x900.jpg
867,DR100,kangkung tondano,KZGPI-1990,91,28,3.4,0.7,3.9,2,1,67,54,2.3,65,250.1,0.13,0.4,0,2868,5542,0.07,0.36,2,17,60,sayuran,single,https://www.andrafarm.com/_andra_farm/gambar_kelompok/a046-2.jpg
868,DP036,kaparende sayur,KZGMI2001,91.7,38,2.4,2,2.6,1.5,1.3,126,68,0,170,43,0,0.3,0,40,0,0.1,0,3.7,22,100,sayuran,olahan/produk,https://www.gotravelly.com/blog/wp-content/uploads/2021/05/kaparende.jpg
869,DR102,kapri muda segar,DABM-1964,86.8,45,3.3,0.2,9,1.8,0.7,51,85,1,2,118.4,0.09,0.7,0,72,440,0.2,0.1,0.9,49,80,sayuran,single,https://image-cdn.medkomtek.com/OCSqvD25KLrQq1bSKxrCwGP_oeI=/640x640/smart/klikdokter-media-buckets/medias/2309803/original/019268400_1575683224-Manfaat-Kacang-Kapri-bagi-Kesehatan-by-Brent-Hofacker-123rf-101578039_s.jpg
870,DR103,karawila,KZGMI-2001,93.7,25,2.3,0.2,3.5,2.1,0.3,25,67,0.3,8,88.4,0.08,0.3,0,21,0,0.1,0.1,0.4,39,80,sayuran,single,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/14043340/5-manfaat-sayur-oyong-bagi-kesehatan-tubuh-halodoc.jpg
871,DP037,karedok sayur,KZGPI1990,79,92,2.2,3.3,14.1,1.4,1.4,174,85,2.4,0,0,0,0,0,0,1,0.08,0,0,3,100,sayuran,olahan/produk,https://asset.kompas.com/crops/jbNcoL1_PmijICoxtO4126XbZgM=/0x0:1000x667/780x390/data/photo/2021/07/07/60e56c9f60649.jpg
872,DR104,kecipir muda segar,DABM-1964,90.4,32,2.9,0.2,5.8,5.5,0.7,63,37,0.3,3,103.8,0.18,0.4,0,261,595,0.24,0.11,0.7,19,96,sayuran,single,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/4/e8f64f70-84a2-45bc-b615-b63eb60fe9cb.jpg
873,DR105,kecombrang segar,KZGPI-1990,90,34,0.9,1,6.7,2.6,1.4,60,16,1,47,650.6,0,0,0,0,73,0,0.02,0.8,0,100,sayuran,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/15/aa94797a-c3d6-4f9f-a9e2-942dec4ebeea.jpg
874,DR106,kelawi kluwih segar,DABM-1964,70,118,1.5,0.3,27.2,5,1,28,32,0.9,2,500.9,0.09,0.1,0,0,20,0.1,0.03,0.9,19,77,sayuran,single,https://kecipir.com/blog/wp-content/uploads/2018/02/arto_commun_070509_0128_ltn.jpg
875,DR107,kembang turi segar,DABM-1964,87.4,51,1.8,0.6,9.6,5,0.6,23,29,0.9,22,275.3,0.15,0.9,0,201,105,0.13,0.12,0.6,41,83,sayuran,single,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1568729650/gegx4jyvwt2yemk2wou0.jpg"
876,DP038,keripik bayam,KZGPI1990,2.3,586,4.9,40.6,50.2,0.5,1.9,236,117,3.6,0,0,0,0,0,0,4544,0.16,0,0,0,100,sayuran,olahan/produk,https://asset.kompas.com/crops/jYESdylVwVMIxcGzRhIFfZhPjnI=/0x28:1000x694/750x500/data/photo/2021/06/12/60c3ff4b72ad0.jpeg
877,DR108,kerokot segar,DABM-1964,93,26,1.7,0.4,3.8,1,1.1,103,39,3.6,4,240.5,0.23,0.9,0,0,2550,0.03,0.09,0.2,25,80,sayuran,single,https://images.tokopedia.net/img/cache/500-square/product-1/2018/5/19/3052608/3052608_5252d99e-65b7-4461-a4c6-2a49e215357a_443_332.jpg
878,DR110,ketimun krai segar,KZGPI-1990,96.8,10,0.5,0.2,2,0.6,0.5,20,98,1,10,82.1,0.03,0.1,0,19,21,0.02,0.03,0.1,3,82,sayuran,single,tidak ada
879,DR111,ketimun madura segar,KZGPI-1990,97.1,9,0.5,0.1,1.9,0.7,0.4,15,102,0.6,2,78.9,0.02,0.1,0,25,0,0.02,0.02,0.1,5,89,sayuran,single,https://kopijagung.com/wp-content/uploads/2021/05/0001-1776641472_20210524_095708_0000_compress85-scaled.jpg
880,DR109,ketimun segar,KZGPI-1990,97.9,8,0.2,0.2,1.4,0.3,0.3,29,95,0.8,2,57.1,0.02,0.1,0,18,314,0.01,0.02,0.1,1,55,sayuran,single,tidak ada
881,DR112,komak segar,KZGMI-2001,74.3,99,3.3,0.1,21.2,10.3,1.1,50,99,13.1,15,567,0.2,0.6,0,5,0,0.2,0.19,0.1,0,80,sayuran,single,tidak ada
882,DR113,kool kembang,DABM-1964,91.7,25,2.4,0.2,4.9,1.6,0.8,22,72,1.1,47,187,0.04,0.3,0,24,90,0.11,0.09,0.6,69,57,sayuran,single,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/17/8b6436f9-8344-48fd-9171-b066c4191f94.jpg
883,DR114,kool merah kool putih,DABM-1964,92.4,29,1.4,0.2,5.3,1.9,0.9,46,31,0.5,28,236.8,0.29,0.3,0,46,80,0.06,0.07,0.3,50,75,sayuran,single,https://res.cloudinary.com/dk0z4ums3/image/upload/v1627875002/attached_image/walau-bikin-perut-kembung-manfat-kol-ternyata-banyak-lho.jpg
884,DR115,koro kerupuk polong,DABM-1964,67.2,128,8.3,0.7,22.1,0,1.7,17,12,2.7,0,0,0,0,0,0,80,0.11,0,0,31,68,sayuran,single,tidak ada
885,DR116,koro wedus polong,DABM-1964,88,46,3,0.3,7.9,3.3,0.8,56,47,1.1,2,249.3,0.09,0.4,0,66,870,0.09,0.09,0.5,17,70,sayuran,single,https://www.andrafarm.com/_andra_farm/gambar_kelompok/a136-3.jpg
886,DP039,kotiu hinela tawang nggole,KZGMI2001,88.4,46,2.2,1.5,6,3.8,1.9,64,44,0,316,103,1.6,0.8,0,75,0,0.3,0,9.7,7,100,sayuran,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
887,DR118,kucai muda (lokio) segar,DABM-1964,86,42,3.8,0.6,7.8,4.9,1.8,76,91,2.5,22,449.1,0.11,0.5,0,2744,500,0.11,0.2,1.8,59,100,sayuran,single,tidak ada
888,DR117,kucai segar,DABM-1964,86.3,45,2.2,0.3,10.3,4.8,0.9,52,50,1.1,21,439.5,0.11,0.5,0,2685,40,0.11,0.2,1.8,17,52,sayuran,single,tidak ada
889,DR119,kulit melinjo,KZGPI-1990,71.9,111,4.5,1.1,20.7,5,1.8,117,179,2.6,0,0,0,0,0,0,1267,0.07,0,0,7,100,sayuran,single,https://www.tagar.id/Asset/uploads2019/1650333684879-kulit-melinjo.jpg
890,DR120,kundur segar,KZGMI-2001,94,22,0.4,0.2,4.7,1.3,0.7,3,54,0.5,2,200,0.1,0.3,0,7,0,0.1,0.03,0.4,1,57,sayuran,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/7/19/0136f82a-7e5d-4239-a821-5d104134e2bf.jpg
891,DR121,labu air segar,DABM-1964,95,19,0.6,0.2,3.8,0.6,0.4,12,18,0.6,2,168.2,0.03,0.8,0,11,70,0.04,0.02,0.4,10,80,sayuran,single,https://img.okezone.com/content/2021/02/08/481/2358505/yuk-rajin-konsumsi-labu-air-ini-12-manfaatnya-untuk-kesehatan-tubuh-Co3o1Xm8pf.jpg
892,DR122,labu kuning segar,KZGMI-2001,86.6,51,1.7,0.5,10,2.7,1.2,40,180,0.7,280,220,0.35,1.5,0,1569,0,0.2,0,0.1,2,74,sayuran,single,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/15/8459499c-3699-48fc-99e9-68c2b3dd27d6.jpg?ect=4g
893,DR123,labu siam segar,DABM-1964,92.3,30,0.6,0.1,6.7,6.2,0.3,14,25,0.5,3,167.1,0.16,1,0,48,20,0.02,0,0.6,18,83,sayuran,single,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2023/05/27/3705926699.jpg
894,DR124,labu waluh segar,DABM-1964,91.2,32,1.1,0.1,6.6,0.5,1,45,64,1.4,1,356.2,0.13,0.3,0,712,180,0.08,0.12,0.6,52,77,sayuran,single,https://media.istockphoto.com/id/1276814339/id/foto/irisan-mentah-segar-butternut-squash-di-papan-kayu-tampilan-atas-ke-bawah.jpg?s=612x612&w=0&k=20&c=zCYDW2KS0xuVGjq4k-_AwwkZnCQxapWuuWovVhJvqKA=
895,DR125,lantar segar,KZGMI-2001,91.2,34,2.2,0.3,5.5,2.9,0.8,10,58,0.4,3,155,0.2,0.4,0,38,0,0.3,0.07,0.4,4,0,sayuran,single,https://lzd-img-global.slatic.net/g/ff/kf/Sd291e0ce271c49f9b247372fce67011dp.jpg_720x720q80.jpg
896,DP040,lema rebung asam,KZGMI2001,96.3,15,1,0.4,1.9,0,0.4,17,230,2.9,3,156,0.1,0.7,0,0,0,0.3,0,0,0,100,sayuran,olahan/produk,tidak ada
897,DP041,lilin bungkus gedi,KZGMI2001,84.8,79,2.3,5.2,5.8,2.5,1.9,170,70,0.9,170,50,0.2,0.8,0,0,0,0.2,0.1,0,18,100,sayuran,olahan/produk,https://1.bp.blogspot.com/-OZ_8zgUY5C8/XeeHxEwJazI/AAAAAAAAAEk/15QFIWrudeYVyJ7AjUIw3rA2MPg3VK9vACLcBGAsYHQ/s1600/IMG_1753.JPG
898,DR126,lobak segar,DABM-1964,94.1,21,0.9,0.1,4.2,1.4,0.7,35,26,0.6,49,109.3,0.03,0.2,0,0,10,0.03,0.04,0.3,32,87,sayuran,single,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/09/29035721/Kandungan-Nutrisi-pada-Lobak-Putih-yang-Baik-bagi-Kesehatan.jpg
899,DR127,lumai leunca segar,KZGMI-2001,90.5,38,1.1,0.3,7.6,2,0.5,7,55,1,2,0,0.1,0.3,0,25,0,0.2,0.1,0.6,17,95,sayuran,single,https://sibejajo.com/asset/foto_produk/FB_IMG_1646812082738.jpg
900,DR128,melinjo segar,DABM-1964,80,66,5,0.7,13.3,0,1,163,75,2.8,0,0,0,0,0,0,1000,0.1,0,0,10,60,sayuran,single,tidak ada
901,DR129,mostarda metan -sawi,KZGMI-2001,91.4,33,2.3,0.5,4.7,1.8,1.1,60,30,3.1,20,100,0.1,0.4,0,1575,0,0.2,0.1,0.1,12,85,sayuran,single,https://1.bp.blogspot.com/-Z49IVx92C3Q/YPTZ76m0s4I/AAAAAAAAE7A/YqyhcefD4AsQ1AuLNA-G-fEMDUUKjKJ1gCLcBGAsYHQ/s1200/mostarda-planta-1200x900.jpg
902,DR130,nangka masak pohon segar,DABM-1964,85.4,57,2,0.4,11.3,8.3,0.9,45,29,0.5,1,246.5,0.04,0.1,0,21,25,0.07,0.06,0.7,9,80,sayuran,single,https://asset.kompas.com/crops/vAJZIAE0JnVJOvig_kTUk1moh84=/0x53:1000x720/750x500/data/photo/2020/12/26/5fe6f33006f3c.jpg
903,DP042,olaholah,KZGMI2001,83.9,9,2.1,6,7.1,4.4,0.9,26,3,1.2,289,266,0.3,0.6,0,36,0,0.2,0.1,0.4,0,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/45ba2643fc906c09/680x482cq70/olah-olah-foto-resep-utama.jpg
904,DP043,paku hinela wulelenggapaya,KZGMI2001,83.4,77,3.5,4.6,5.4,3.6,3.1,63,85,0,469,37,0.3,0.7,0,55,0,0.8,0.1,0.2,4,100,sayuran,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
905,DP015,paria putih kukus,KZGPI1990,95,16,0.8,0.2,3.4,1.2,0.6,16,33,0.5,4,236,0,0.7,0,187,65,0.15,0.04,0.3,35,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/a97ee086d880b66f/680x482cq70/chao-gu-kua-pare-putih-isi-telur-tofu-kukus-foto-resep-utama.jpg
906,DR131,paria putih segar,KZGPI-1990,94.4,19,1,0.4,3.6,1.3,0.6,31,65,0.9,5,277.7,0.03,0.8,0,197,80,0.18,0.04,0.4,58,80,sayuran,single,https://images.tokopedia.net/img/cache/700/product-1/2019/12/3/3052608/3052608_77a86b88-9b60-4b1c-a386-e34233b36223_393_393.jpg
907,DP044,pelecing kangkung,KZGMI2001,83.8,75,2.5,2.8,10,5.4,0.9,36,3,2.1,408,381,0.1,0.4,0,870,0,0.7,0,0.2,12,100,sayuran,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2021/11/30/resep-plecing-kangkung-khas-lombok_43.jpeg?w=1200
908,DR132,pepare ular segar,KZGMI-2001,95.1,19,0.6,0.1,3.9,1,0.3,20,10,0.4,130,30,0.1,0.1,0,69,0,0.1,0.1,0.1,9,97,sayuran,single,https://m.andrafarm.com/_andra_farm/gambar_kelompok/a078.jpg
909,DR133,pepaya muda segar,DABM-1964,92.3,29,2.1,0.1,4.9,2.1,0.6,50,16,0.4,22,211.2,0.01,0,0,0,50,0.02,0.03,0.3,19,65,sayuran,single,tidak ada
910,DR134,petai segar,KZGMI-2001,77.2,92,5.4,1.1,15.2,2,1.1,14,170,1.6,55,221,0.2,0.8,0,114,0,0.8,0.1,6.1,34,36,sayuran,single,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/28/7234b1e2-2f75-4f28-a167-2b163cfb0484.jpg
911,DR135,peterseli segar,DABM-1964,83.9,53,3.7,1,9,0,2.4,193,84,4.3,18,1125.6,0.2,1.4,0,2940,8230,0.11,0.29,0.7,193,95,sayuran,single,https://asset.kompas.com/crops/DMl4MXqzMzZAkHUZZAkeDiehoaw=/0x83:1000x750/750x500/data/photo/2021/08/19/611ddc3ed176e.jpeg
912,DR136,pucuk lumai daun leunca segar,KZGMI-2001,91,33,4.5,0.4,2.8,0,1.3,13,75,2.9,2,0,0.2,0.6,0,0,0,0.5,0.1,0,41,70,sayuran,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/12/30/c6442594-cf5f-4230-9c69-3736724953da.jpg
913,DP045,purundawa,KZGMI2001,91.8,25,1.5,0.5,3.6,1.7,2.6,147,39,0,239,201,0.1,0.6,0,55,0,0.1,0.1,11.6,2,100,sayuran,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
914,DR137,putri malu segar,KZGMI-2001,80.2,76,3.6,0.3,14.6,7.1,1.3,119,84,3.3,1,631,0.6,1.4,0,4762,0,0.6,0.6,0,6,0,sayuran,single,https://cdns.klimg.com/merdeka.com/i/w/news/2021/03/02/1280218/content_images/670x335/20210302115027-1-putri-malu-001-andre-kurniawan.jpg
915,DR138,rebung segar,KZGMI-2001,93.3,25,0.8,0.1,5.3,9.7,0.5,3,5,0.5,3,206,0.1,0.4,0,10,0,0.2,0.07,0.5,0,28,sayuran,single,0
